"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_a",1.57781772393347,0.00317568456730713,0.215072438728543,1.14825279336251,1.43449406200792,1.58233035819689,1.72679832494243,1.98280865293578,4586.64156332659,1.0023316833934
"b[1]",0.397480719048028,0.00231779198373165,0.21304033498306,0.0976443430496035,0.242292901304707,0.358577117485084,0.5102087456166,0.911631387025384,8448.40567563989,1.00028014749244
"b[2]",0.381926027516397,0.00184625791039889,0.178525828573945,0.105261157546626,0.24940143682255,0.359128598873169,0.48850345760701,0.793213601583769,9350.12413279524,1.00020068220775
"b[3]",0.391200822244205,0.00179131262263432,0.166679227447067,0.116002954399964,0.270262662912414,0.374387425835189,0.49304194746246,0.762892197540915,8658.05190916523,1.00012860267739
"b[4]",0.455417022829563,0.0024857571637045,0.19046600453935,0.130877075370379,0.31780855935269,0.439153342577292,0.574166361144086,0.869911486547199,5871.07385724093,1.00135842741128
"b[5]",0.523659742685643,0.00367969302733474,0.220071389357924,0.146062097566354,0.363408570948094,0.506483505900747,0.667311940194203,1.00006069209685,3576.87687426863,1.00297213857291
"b[6]",0.486107732222136,0.00350858574829697,0.205570145309974,0.142439117025042,0.340840883973109,0.464529845724436,0.605827889105407,0.956273147385325,3432.85844729606,1.00218539160254
"b[7]",0.374712371214185,0.0015079516880662,0.116670700449084,0.13758964789362,0.294778700558333,0.376787451282258,0.452423875020844,0.601299064836884,5986.1659857965,1.00089449473177
"b[8]",0.372831649134942,0.00192355048488313,0.136298834373256,0.125925800705554,0.277595702257536,0.364437921518045,0.460547216038743,0.658390979236154,5020.84836304276,1.00158234888263
"b[9]",0.343187258936935,0.00211894477738567,0.150306527833015,0.109963126747018,0.238804616642098,0.321686152429993,0.424629925823211,0.701312124378037,5031.71932686897,1.00164800387012
"b[10]",0.285225431515405,0.00156529670456423,0.134675810637315,0.0853653830707624,0.191123185276727,0.266475156795847,0.355688679954922,0.600993911270681,7402.62679360082,1.00070933259376
"b[11]",0.234068184234052,0.00108311092037926,0.109362910766742,0.0683269386785113,0.157227640718188,0.21952463201143,0.293333202015365,0.488485616492067,10195.1648463576,1.00008616639898
"b[12]",0.193832460037345,0.000729932720220863,0.0822733294887666,0.057115911779159,0.134504180364022,0.186112518352722,0.244567179922893,0.373302804271313,12704.3509414733,0.999855840143775
"b[13]",0.172068066110139,0.000679354385548499,0.0740252321420437,0.0507233854523849,0.119134091046241,0.164846867086194,0.216266865453827,0.337226653225412,11873.1728239557,0.999843185472134
"b[14]",0.169539272186513,0.000653119149182,0.0716526478911446,0.0503277193893932,0.117761054233052,0.162336353171889,0.211983925317443,0.333476144617281,12035.9300153981,1.00006020848005
"b[15]",0.174931921107467,0.000671202456089505,0.0726809166719579,0.0574740550557333,0.123617239457634,0.166656311987653,0.216431382972802,0.343592664974639,11725.5633719535,1.00037386393991
"b[16]",0.182119376862825,0.000738933445809685,0.065810604631032,0.0704415380306525,0.136167177761062,0.176659506455951,0.221140975912709,0.329791844178978,7931.97092162954,1.0008477134695
"b[17]",0.170959270856352,0.000528607457971095,0.049626584907968,0.0801736527542103,0.136522142814838,0.169259037330526,0.203066465771002,0.273761716000254,8813.78003152685,1.00028495831698
"b[18]",0.161859511382803,0.00036440410401839,0.0350121069080089,0.0919297847966283,0.139089494240893,0.162407532290844,0.185340383789921,0.230057118877258,9231.45108565113,1.00064131039282
"b[19]",0.186067045292826,0.000778474528434083,0.0619639609906875,0.0807014885180252,0.142724120869304,0.180450847532911,0.222784440920689,0.325550469479922,6335.62595852181,1.00121904106489
"b[20]",0.215314843520012,0.00149937505986623,0.0945690043060741,0.0764766108539906,0.148567682056439,0.199629071523249,0.264570053945742,0.450457046670578,3978.11256372573,1.00265107575666
"b[21]",0.211696410599995,0.00157239368972014,0.1054485036869,0.0665743909874738,0.14026327763029,0.191988082379794,0.25943642779735,0.475094007169874,4497.36627079063,1.00233591829472
"b[22]",0.196921743582227,0.00120035746396543,0.0971664599044873,0.0585399882204794,0.13006354469141,0.180147018932274,0.245109160181279,0.434297666031468,6552.56844169626,1.00132868823745
"b[23]",0.179820072646666,0.000849596957094114,0.0845050910745671,0.050756483927537,0.121131085908539,0.167702036775339,0.224653126213754,0.379489626541634,9893.2697732311,0.999933376764738
"b[24]",0.172705201566721,0.000722668544016133,0.0796773436239874,0.0463567116569116,0.115501243722724,0.163097710440983,0.217535039700223,0.358859271410489,12156.0195696123,0.999725985389346
"b[25]",0.181453956767456,0.000860360515247004,0.0885797689626873,0.0493688672971091,0.119333746274303,0.168207351936772,0.228361226722568,0.393304686471474,10600.0556291271,0.999825745701308
"b[26]",0.184952498014128,0.000862108567469979,0.0874461258996842,0.0511851383597577,0.12300726700694,0.173525305582707,0.231635501058083,0.395334100791799,10288.6223277183,0.999665749610075
"b[27]",0.185140588276859,0.00074513172141364,0.0771362682625592,0.0573246948351076,0.129151879821847,0.178831855332644,0.232451511623238,0.358622742045395,10716.4549912208,0.999797640115339
"b[28]",0.191018940176626,0.000770740313007814,0.074452355534906,0.0621013169820936,0.13719018916087,0.186005099819315,0.237624280778656,0.3505592327733,9331.26955273413,0.999842540101997
"b[29]",0.209306800370061,0.000905582962901264,0.0730593143067707,0.0728256638472059,0.157696168613981,0.207578161884424,0.258470735209603,0.358161722083736,6508.70663236269,1.00020565475098
"b[30]",0.288516775163837,0.00273137892956457,0.145335446075156,0.076859100842683,0.186536437328287,0.263203795795964,0.365289362397321,0.65164524976555,2831.2563029005,1.00328853809997
"b[31]",0.276443452317704,0.0019858025883268,0.120286946610602,0.0757069579366897,0.189349493646463,0.264123629859468,0.352034933490348,0.540304976047785,3669.14484693646,1.00219439287083
"b[32]",0.244002547640082,0.00130563264877088,0.0957612558321807,0.0731311840634265,0.175383253616443,0.237586387243522,0.305389323853376,0.447784139041256,5379.44736599173,1.00145361455733
"b[33]",0.222235705711934,0.00100106661148818,0.0851680721872454,0.0699342793998863,0.162926642722934,0.217306521523217,0.276202610233654,0.404076266391734,7238.15169403555,1.00058955659276
"b[34]",0.23523177014811,0.00127863660639367,0.0979133025481104,0.0669891318862682,0.165604151752326,0.227288498188146,0.296641892372362,0.444467396853845,5863.93477463914,1.00145139820212
"b[35]",0.276632090311083,0.00280564560226336,0.156787734927156,0.0647251235548893,0.173367908690398,0.248433336655532,0.343617308649958,0.662497350798187,3122.90338437639,1.00354264071837
