"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"log_a",2.23536215520578,0.00292315929376051,0.209685621997562,1.80047806931365,2.100945089999,2.24222543810631,2.37618405803478,2.62805532345818,5145.55636390161,1.00058529548996
"b[1]",0.642262758518297,0.00250394899356208,0.202931673515611,0.271398992144253,0.503511705594791,0.630173688678595,0.770024780899002,1.06704741997301,6568.23553407629,1.00038750417748
"b[2]",0.645487690079465,0.00216667461821199,0.174249777628505,0.304965367548117,0.528296419902843,0.64476246887677,0.761013486047575,0.986036134736689,6467.80732059431,1.00056303907913
"b[3]",0.658665197380509,0.0024825047549144,0.196569792770667,0.296480420698481,0.523376978952361,0.649022890749462,0.781675962134,1.06709265340959,6269.79558403066,1.00063230993766
"b[4]",0.636896709614012,0.00247966661927589,0.206312174540361,0.273118654860422,0.495383313630357,0.620617345513221,0.760397740483785,1.08320958293174,6922.50250805232,1.00043277298994
"b[5]",0.610598911533049,0.00227117113116202,0.188687773614193,0.278201903226479,0.480535005701027,0.598211428872429,0.728362133115492,1.01705327784863,6902.20417057605,1.00026184992374
"b[6]",0.557963421236137,0.00161512272861091,0.148737882671728,0.270058135023493,0.457989669416123,0.554803600635241,0.658393466200395,0.850086705149707,8480.70843096499,1.00000756844206
"b[7]",0.612398989191911,0.00213937997706039,0.177852183511465,0.283007182455977,0.491021793046115,0.603866225557938,0.723808962305561,0.986046636267592,6911.02635624833,1.00061962425299
"b[8]",0.632839213221218,0.00189583232787692,0.166551544953666,0.314839307711282,0.520803598115293,0.628348554225136,0.741131617182955,0.968066606098202,7717.87040822786,1.00052260971921
"b[9]",0.675985543489352,0.00217871462348251,0.177508831409282,0.340059207485983,0.553362450293186,0.670514172512941,0.79098965589386,1.03867725938193,6638.03033979956,1.00065753566353
"b[10]",0.698370947390233,0.00200652546214086,0.164880285266465,0.377837581735474,0.589953462699621,0.697404452543772,0.806920753107725,1.02149070625846,6752.24372615668,1.00026315318851
"b[11]",0.737999354913497,0.00212094961040409,0.162009752291977,0.41152302843576,0.632701337968618,0.740250773525608,0.846577688426689,1.05328146817521,5834.74142845088,1.00078031002247
"b[12]",0.788058030198923,0.00267962695468888,0.196395378925909,0.409534682869055,0.655000232437138,0.786205692462542,0.922463214297395,1.17097544834919,5371.726025414,1.00102611266614
"b[13]",0.862529477624634,0.00394156937039285,0.254579479246639,0.405644809983705,0.688306889027121,0.8431792548304,1.02030245530835,1.41349752892815,4171.6555194961,1.0012958800351
"b[14]",0.692567049220219,0.00204238004253184,0.158555670715962,0.367453265969136,0.588604163391487,0.693388719894012,0.798525771389325,1.00021039451129,6026.85082621418,1.00058321023291
"b[15]",0.548609772292021,0.00163817461473804,0.153002784003968,0.27329775748554,0.442495192060438,0.541231153099983,0.645763656969758,0.876844503170458,8723.24927133302,1.00007589832813
"b[16]",0.432768155578166,0.00131913106200657,0.132009989341408,0.200499161749318,0.338980603206822,0.425323011441149,0.516394648512096,0.717675379632885,10014.6943273936,0.999878612780389
"b[17]",0.381742058169693,0.00126313729387334,0.123694212430392,0.166809380030645,0.293521293349841,0.374924073508454,0.459326048931809,0.646937101859902,9589.5371055242,0.999769459767017
"b[18]",0.379895834374268,0.00123570342353451,0.126430159557546,0.164428614394375,0.290134513710212,0.370362302771447,0.458014368740246,0.654388448059124,10468.2207488793,0.999703387803207
"b[19]",0.39315444608158,0.00123212988384841,0.122207282468689,0.183092372282632,0.308389718357903,0.38469661007257,0.467108541724153,0.65875741975425,9837.41950032234,0.999864816104075
"b[20]",0.384270687603869,0.000993211781360852,0.0975026149724869,0.205372840745499,0.31603464680292,0.381392658289906,0.448090206750228,0.589604941906424,9637.15406496321,1.00026541630711
"b[21]",0.419405095743838,0.000868245392042634,0.0762858486326025,0.264286388436269,0.37018781884732,0.420819984576916,0.469359345585683,0.566065731543996,7719.74561545477,1.00042261692289
"b[22]",0.458521684221851,0.00106984686317845,0.0962734100403291,0.267754386185597,0.395405532582587,0.459267269271225,0.522252991219092,0.647463619199251,8097.84527768923,0.999703827878452
"b[23]",0.494553729298367,0.00158342723771411,0.130642612534395,0.255283926119487,0.404568068378977,0.488214879231171,0.575958476016637,0.772350234669549,6807.27805876946,1.0000552815046
"b[24]",0.538580454421647,0.0018395465310906,0.14924862770742,0.262019833298513,0.435891028757691,0.533106267186594,0.632234352365948,0.853619096041892,6582.62534782197,1.00021473350993
"b[25]",0.58868539779076,0.00235091706217816,0.178666910341716,0.2682298575603,0.461842856931883,0.57784397877993,0.702143382738992,0.966067039591042,5775.81984603134,1.00067440214223
"b[26]",0.526602214914028,0.00166585329418263,0.153467050575508,0.246654177849883,0.419172476222674,0.519181960947507,0.623337589742933,0.848197843120006,8487.05055918411,0.999950802243162
"b[27]",0.502179418531283,0.00144675878568592,0.144465915112649,0.235924587496522,0.40279568668286,0.495981639129519,0.594167672693702,0.799608232670652,9970.99570413417,0.999539204787831
"b[28]",0.539916770448116,0.00159748834746642,0.153983688626613,0.254892005737362,0.435021753767129,0.532288536979189,0.637625553304705,0.862901935711476,9291.24772852996,0.999670598181479
"b[29]",0.589988180478295,0.0018533561400865,0.16620709408523,0.288189226873672,0.47446032525849,0.581410792168467,0.69316158013611,0.946409745315959,8042.32002147578,1.0004343090886
"b[30]",0.64431568064695,0.00201125571591702,0.172681252478907,0.330760069706565,0.526432480020885,0.636174643844561,0.751469538828879,1.01345694034475,7371.49876751409,1.00016959537413
"b[31]",0.666163660920124,0.00150256213197506,0.13125466884655,0.399528781403057,0.581642526472239,0.668465326395441,0.752488039356915,0.917289293903541,7630.70461566158,0.999822164727379
"b[32]",0.80686148303917,0.00243061292740309,0.186203983598594,0.449043756141166,0.680877029785827,0.806016696507111,0.930269507385758,1.17553619534777,5868.75972196699,1.00047780646784
"b[33]",0.836486080343473,0.00259978292127834,0.208033114352955,0.441532862264684,0.696102207532653,0.831130972828745,0.971289585079139,1.2622699259733,6403.10713799973,1.00046458270247
"b[34]",0.876894262760506,0.00274615326387025,0.220536626432718,0.456140187571394,0.725967232404456,0.871957735635776,1.01851017971237,1.32940294077764,6449.29006410453,1.00038880508284
"b[35]",0.890193499582575,0.00273894705249152,0.225369732765786,0.470789326827822,0.738938530797605,0.882409599217995,1.03777997653239,1.35029609742861,6770.54931555279,1.00016426936153
"b[36]",0.898970197311028,0.00295096115020669,0.239861544841273,0.458928990050239,0.736271606349508,0.887049289016957,1.04754078488985,1.40895860287709,6606.84729348875,1.00033520606141
"b[37]",0.885508589845278,0.00254801057809146,0.213816082984441,0.465726899921624,0.745380034450747,0.882055605458096,1.02731797378648,1.30880202663507,7041.7124262503,0.999872448642131
"b[38]",0.897466175313306,0.00254734220227368,0.210808515889401,0.476984724193699,0.758201652723985,0.898329630851599,1.03850729544701,1.30674964708252,6848.59871791883,1.00035292167218
"b[39]",0.96522964164985,0.00294612344850374,0.247574852478371,0.480212629784021,0.800623473348185,0.963362434471549,1.12848112285805,1.46323404109203,7061.73110343891,1.00029386233481
"log_b[1]",-0.497995191128757,0.00473565771849933,0.347961984052202,-1.30416524593203,-0.68614832438459,-0.461759801318107,-0.261332581899222,0.0648954124083486,5398.87144891256,1.00094692312866
"log_b[2]",-0.479330196730363,0.00412402033251418,0.303402840440866,-1.1875570578454,-0.638097751547231,-0.438873295773456,-0.273104199828724,-0.0140622775142167,5412.49725387449,1.00082180583255
"log_b[3]",-0.466424028977892,0.00434779377557271,0.325887401838586,-1.21577409755713,-0.647453277351346,-0.432287292100011,-0.246314994989523,0.0649378039711645,5618.20097435858,1.00089945974968
"log_b[4]",-0.506836502111074,0.00435739996188678,0.345353547668563,-1.29784895496153,-0.702423445404781,-0.477040578653151,-0.273913642527335,0.0799284691419625,6281.63926833357,1.00067667678442
"log_b[5]",-0.544474270636143,0.00420411596743697,0.331144365000528,-1.27940815870617,-0.732855200587296,-0.513811035255096,-0.316956919546013,0.0169095010322811,6204.19392176241,1.00033436932195
"log_b[6]",-0.623015055830824,0.00340108476063719,0.292776809839739,-1.30911802864131,-0.780908650988493,-0.589141103670156,-0.417952553588183,-0.162416930862986,7410.34517258056,1.00019107004347
"log_b[7]",-0.536091623249797,0.00394578163168448,0.3132495429806,-1.262283003886,-0.711266769468633,-0.504402588690736,-0.323227785690679,-0.0140516273670258,6302.52821474035,1.00094509438321
"log_b[8]",-0.495639395414788,0.00351879164681484,0.28634922481823,-1.15569292265051,-0.652382279887271,-0.464660243847922,-0.29957704981168,-0.0324543881447935,6622.2400405853,1.00111494923267
"log_b[9]",-0.429035271137987,0.00365491314053245,0.283102220542483,-1.07863553750693,-0.591742080926471,-0.399710440190037,-0.234470388597794,0.0379480355893057,5999.74000512645,1.0009348980567
