"","V1","V2","V3"
"1",87.5120984076028,79.2329149601578,45.3142915989943
"2",97.5574798444197,88.7230983043268,49.3627741647744
"3",68.2249246987472,66.8528810227475,39.7553789473667
"4",90.553720438104,93.123984200756,91.9836967124839
"5",43.0866923028518,46.2840642839179,45.3360567514903
"6",100.750214269473,94.8880376274855,53.7177829813172
"7",148.079785623791,149.987019040648,139.117500593097
"8",59.3272362535699,54.7691627254397,14.5670982406777
"9",72.614979681135,62.4100680987015,-51.5101764855113
"10",94.0953411127148,90.4331846925718,90.6687380853837
"11",119.246588382988,114.594751921306,74.88402526797
"12",88.797064150402,91.3907289825977,86.5137945411031
"13",139.859758012273,141.93286789184,126.980222596736
"14",118.944219327564,122.446173509911,111.99927829766
"15",53.905872440058,54.1062758476214,27.179813849047
"16",124.252666963623,113.784705034766,15.3360651973657
"17",55.4416967562065,41.9693430587323,-62.5406563411459
"18",67.0682121480941,69.3252739905316,64.2351777802886
"19",131.065020451702,112.042111289532,-2.932290957369
"20",63.8519399138186,57.0751702045273,-0.0908906179403424
"21",89.6163086715169,81.2082983713358,25.9994293566248
"22",88.5190665515886,85.5499555497711,83.0055449156163
"23",71.6729774424237,63.1469714064542,-6.08896522638522
"24",51.4518254771888,51.7079186020941,1.64248132938675
"25",114.523563826706,111.93287281246,81.4834782674521
"26",91.9760370274823,90.8511336326819,52.3407571119639
"27",92.5740700103078,93.652816626241,94.6489053790004
"28",90.3861871458596,89.2368021647005,72.0115083316032
"29",152.171443499005,139.757747679279,61.2056426151592
"30",133.437166139096,133.690120807548,122.981014157781
"31",91.8073065454072,86.9817611030498,40.7713410311699
"32",179.307763350478,174.618357324725,122.353165384985
"33",233.678446741837,236.48890383276,217.16982968533
"34",187.354580913751,190.266905757091,159.174960088434
"35",216.545768732137,217.882390163201,169.642091285748
"36",195.712121753297,193.632569775541,150.498545682603
"37",227.685095726959,229.640196354325,186.494277190226
"38",170.129358495774,171.601487088663,144.109538380302
"39",211.030847394467,214.57580286146,186.930957322873
"40",221.155129860769,216.080346917155,212.614509519078
"41",231.009501157375,224.179845338439,159.382262208515
"42",239.284087091201,233.762579253977,168.439473751588
"43",224.035901007254,227.903462731274,210.249957517317
"44",180.641114440469,179.598645538596,164.231513852024
"45",180.429493930574,179.816456543513,141.745820081388
"46",196.541023862892,197.898893370225,177.078817432528
"47",200.585837201561,202.715978175999,199.235267095771
"48",126.361994353768,129.417433863818,125.320966788695
"49",182.288858478592,173.104388204248,78.6109945806889
"50",250.478276745136,254.312621677965,252.418920413703
"51",141.807395655231,137.257351160501,85.5666495951438
"52",151.812467824008,154.791960734248,137.737506490444
"53",155.771221293116,158.403486267515,138.809793041113
"54",159.767340456206,163.67372275647,162.502429146928
"55",80.0767125605722,83.6030566703818,73.9079112757503
"56",69.8546535918574,64.7937812109825,35.1070474248937
"57",157.511372025456,161.462069033186,156.60884825177
"58",118.66934948456,95.2594021349045,-71.4887791198566
"59",62.280749462616,62.8675649449704,63.4462259246053
"60",127.206568064197,118.073939905037,47.9388612307199
"61",116.52730485876,114.481622587766,76.3191674731736
"62",60.4631184146428,63.703464733895,62.1716186723646
"63",152.421061358112,128.854876336833,-55.1519853033563
"64",165.515436823354,166.257312350381,140.744210720723
"65",79.7374329174903,81.5737755007387,82.5633488040781
"66",140.415024809338,142.599404176555,112.952266265388
"67",102.707316528407,106.341985600961,100.774303658666
"68",105.00666033778,108.489181219413,105.190851563565
"69",105.775890004845,109.197500794857,88.6878231641452
"70",83.6387278172766,85.6265890135962,82.0610626500939
"71",94.8532800949839,98.0940150895193,97.1253939573803
"72",97.999631760438,98.6061705681249,80.5767906144756
"73",87.974311094431,90.9617183055653,88.1611790888209
"74",93.0002946766276,96.6094346214295,93.9441947372216
"75",77.8137929579854,76.8347969079755,56.312910215445
"76",56.4741897276956,58.5506220950565,59.709608364494
"77",101.666151891508,101.708715731249,94.900467002287
"78",87.6564174385065,84.6916198047517,37.8723975609245
"79",93.7300253296532,93.5814854794746,45.9490854438484
"80",71.8567526063162,71.9101396585902,35.7347004220686
"81",46.839703261181,39.9454587671026,-17.9963373002364
"82",84.2885133620517,82.3871181277593,50.8634922587034
"83",66.8477941481821,67.8686892180102,57.887234027805
"84",79.4287662318474,73.0745677701149,60.5710513535185
"85",57.4979475778852,57.9507479782787,37.6535262089254
"86",35.1826006975292,38.197228350901,33.1081594204578
"87",62.1263488008485,59.2532480904081,29.4656352983495
"88",98.1725495531396,99.7191488869467,91.9601927584757
"89",50.6716468200109,50.7916935916896,53.3204818865481
"90",101.330307128114,83.5676811985923,13.1092166294983
"91",75.1745036410686,74.4903209254669,56.9903778072637
"92",97.8315248159024,99.6668031348855,83.0158276360866
"93",80.9605576571158,78.5916240908123,43.8890718513518
"94",85.4900156952563,87.7997625663342,68.6780402573814
"95",59.3390270130185,57.1023290868736,40.8751076255122
"96",63.5411684944219,66.6035928069983,65.5143030965698
"97",86.9322342682045,89.7056382320313,86.388570433781
"98",73.6647858869677,77.0605031093012,66.2985449163992
"99",38.9750823108335,42.1193423743045,41.5463474797665
"100",61.4427873963077,64.8076373230743,54.1535322725805
"101",130.595804981837,128.447086833572,105.343716888813
"102",134.957788593915,137.969406131083,135.995647306045
"103",132.706110817148,129.753242121209,85.1201890133923
"104",131.770460065842,131.092454190633,129.607843971206
